,Brand,Movement,Case material,Bracelet material,Gender,Price,Shape,Crystal,Dial,Bracelet color,Clasp,Total Sale,Seller Reviews,Year,Volume
40195,Dewitt,Manual winding,Titanium,Leather,Men's watch/Unisex,1357125.0,Circular,Sapphire crystal,Black,Black,Fold clasp,2208.0,1612.0,2024-01-01,Medium Sale
40197,Dewitt,Manual winding,gold,Animal skin,Men's watch/Unisex,7070250.0,Circular,Sapphire crystal,Silver,Black,Double-fold clasp,239.0,189.0,2010-01-01,Low Sale
40213,Dewitt,Automatic,Titanium,Leather,Men's watch/Unisex,1542750.0,Circular,Sapphire crystal,Black,Black,Fold clasp,239.0,189.0,2024-01-01,Low Sale
40218,Dewitt,Automatic,steel,Steel,Men's watch/Unisex,371250.0,Circular,Sapphire crystal,Grey,Steel,Fold clasp,212.0,189.0,2021-01-01,Low Sale
40222,Dewitt,Manual winding,Titanium,Leather,Men's watch/Unisex,2351250.0,Circular,Sapphire crystal,Black,Black,Buckle,1157.0,860.0,2024-01-01,Medium Sale
40228,Dewitt,Automatic,steel,Leather,Men's watch/Unisex,412500.0,Circular,Sapphire crystal,White,Black,Fold clasp,14642.0,448.0,2024-01-01,High Sale
40252,Dietrich,Automatic,steel,Textile,Men's watch/Unisex,111952.5,Rectangular,Sapphire crystal,Black,Black,Buckle,1268.0,752.0,2024-01-01,Medium Sale
40253,Dietrich,Automatic,steel,Steel,Men's watch/Unisex,155430.0,Circular,Sapphire crystal,Black,Black,Fold clasp,4422.0,2831.0,2024-01-01,High Sale
40255,Dietrich,Automatic,steel,Steel,Men's watch/Unisex,156337.5,Rectangular,Sapphire crystal,Grey,Steel,Fold clasp,1268.0,752.0,2024-01-01,Medium Sale
40288,Dior,Quartz,steel,Animal skin,Women's watch,51150.0,Circular,Sapphire crystal,Blue,Blue,Buckle,938.0,580.0,2024-01-01,Medium Sale
40289,Dior,Quartz,steel,Animal skin,Men's watch/Unisex,37125.0,Circular,Sapphire crystal,Black,Black,Buckle,938.0,580.0,2024-01-01,Medium Sale
40291,Dior,Quartz,steel,Animal skin,Men's watch/Unisex,47850.0,Rectangular,Sapphire crystal,Bronze,Green,Buckle,938.0,580.0,2024-01-01,Medium Sale
40292,Dior,Quartz,steel,Rubber,Women's watch,157162.5,Circular,Sapphire crystal,Black,Black,Fold clasp,814.0,642.0,2024-01-01,Medium Sale
40293,Dior,Quartz,steel,Steel,Women's watch,177705.0,Circular,Sapphire crystal,Black,Steel,Double-fold clasp,14642.0,448.0,2008-01-01,High Sale
40300,Dior,Quartz,steel,Steel,Women's watch,177292.5,Circular,Sapphire crystal,Black,Steel,Double-fold clasp,522.0,375.0,2024-01-01,Low Sale
40301,Dior,Quartz,steel,Steel,Men's watch/Unisex,139837.5,Rectangular,Sapphire crystal,Black,Steel,Fold clasp,1394.0,864.0,2023-01-01,Medium Sale
40302,Dior,Quartz,steel,Steel,Women's watch,288667.5,Circular,Sapphire crystal,Black,Silver,Double-fold clasp,522.0,375.0,2024-01-01,Low Sale
40309,Dior,Quartz,steel,Leather,Men's watch/Unisex,272250.0,Circular,Sapphire crystal,Blue,Black,Buckle,251.0,172.0,2019-01-01,Low Sale
40315,Dior,Quartz,steel,Leather,Women's watch,179355.0,Circular,Sapphire crystal,Blue,Gold,Buckle,433.0,265.0,2024-01-01,Low Sale
40316,Dior,Quartz,gold,Leather,Women's watch,831187.5,Circular,Sapphire crystal,Blue,Blue,Buckle,814.0,642.0,2024-01-01,Medium Sale
40325,Dior,Automatic,steel,Ceramic,Women's watch,495000.0,Rectangular,Sapphire crystal,Black,Black,Fold clasp,1370.0,939.0,2011-01-01,Medium Sale
40327,Dior,Automatic,steel,Steel,Women's watch,190575.0,Circular,Sapphire crystal,Blue,Silver,Fold clasp,324.0,253.0,2024-01-01,Low Sale
40328,Dior,Quartz,steel,Steel,Women's watch,247087.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,814.0,642.0,2018-01-01,Medium Sale
40350,Dior,Automatic,steel,Steel,Women's watch,164587.5,Circular,Sapphire crystal,Blue,Silver,"Fold clasp, hidden",14642.0,448.0,2024-01-01,High Sale
40351,Dior,Automatic,Ceramic,Ceramic,Men's watch/Unisex,643087.5,Circular,Sapphire crystal,Black,Black,Double-fold clasp,547.0,373.0,2024-01-01,Low Sale
40369,Doxa,Automatic,steel,Steel,Men's watch/Unisex,173250.0,Circular,Glass,Silver,Steel,Fold clasp,930.0,598.0,2024-01-01,Medium Sale
40374,Doxa,Manual winding,steel,Animal skin,Men's watch/Unisex,39022.5,Circular,Plexiglass,Champagne,Red,Buckle,14642.0,448.0,1955-01-01,High Sale
40384,Doxa,Manual winding,gold,Leather,Men's watch/Unisex,63937.5,Rectangular,Plexiglass,Silver,Brown,Buckle,1394.0,864.0,1958-01-01,Medium Sale
40385,Doxa,Manual winding,gold,Leather,Men's watch/Unisex,73837.5,Rectangular,Plexiglass,Silver,Gold,Buckle,1394.0,864.0,1952-01-01,Medium Sale
40387,Doxa,Automatic,steel,Steel,Men's watch/Unisex,165247.5,Circular,Sapphire crystal,Champagne,Steel,Fold clasp,416.0,278.0,2024-01-01,Low Sale
40393,Doxa,Automatic,steel,Leather,Men's watch/Unisex,98587.5,Rectangular,Plexiglass,Silver,Black,Buckle,1394.0,864.0,1971-01-01,Medium Sale
40394,Doxa,Automatic,steel,Steel,Men's watch/Unisex,96442.5,Rectangular,Sapphire crystal,Black,Steel,Fold clasp,14976.0,10186.0,2024-01-01,High Sale
40395,Doxa,Automatic,steel,Steel,Men's watch/Unisex,118635.0,Rectangular,Sapphire crystal,Green,Steel,Fold clasp,14976.0,10186.0,2024-01-01,High Sale
40396,Doxa,Automatic,steel,Steel,Men's watch/Unisex,118635.0,Rectangular,Sapphire crystal,Blue,Steel,Fold clasp,14976.0,10186.0,2024-01-01,High Sale
40397,Doxa,Automatic,steel,Steel,Men's watch/Unisex,208312.5,Rectangular,Sapphire crystal,Red,Steel,Fold clasp,14976.0,10186.0,2024-01-01,High Sale
40398,Doxa,Automatic,steel,Steel,Men's watch/Unisex,148830.0,Rectangular,Sapphire crystal,Black,Steel,Fold clasp,14976.0,10186.0,2023-01-01,High Sale
40400,Doxa,Quartz,steel,Steel,Men's watch/Unisex,237435.0,Circular,Mineral Glass,Black,Steel,"Fold clasp, hidden",374.0,268.0,1970-01-01,Low Sale
40401,Doxa,Automatic,steel,Rubber,Men's watch/Unisex,84315.0,Circular,Sapphire crystal,Blue,Blue,Buckle,902.0,706.0,2024-01-01,Medium Sale
40404,Doxa,Automatic,steel,Rubber,Men's watch/Unisex,128782.5,Circular,Sapphire crystal,Blue,Blue,Fold clasp,902.0,706.0,2024-01-01,Medium Sale
40406,Doxa,Automatic,steel,Rubber,Men's watch/Unisex,128782.5,Circular,Sapphire crystal,Red,Gold,Fold clasp,902.0,706.0,2024-01-01,Medium Sale
40409,Doxa,Automatic,steel,Steel,Men's watch/Unisex,179437.5,Circular,Sapphire crystal,Black,Black,Fold clasp,416.0,278.0,2024-01-01,Low Sale
40412,Doxa,Automatic,steel,Rubber,Men's watch/Unisex,175890.0,Circular,Sapphire crystal,Black,Black,Fold clasp,416.0,278.0,2024-01-01,Low Sale
40414,Doxa,Automatic,steel,Steel,Men's watch/Unisex,222337.5,Circular,Sapphire crystal,Champagne,Steel,Fold clasp,618.0,435.0,2024-01-01,Low Sale
40415,Doxa,Automatic,steel,Steel,Men's watch/Unisex,206250.0,Circular,Sapphire crystal,Champagne,Steel,Fold clasp,476.0,407.0,2024-01-01,Low Sale
40416,Doxa,Automatic,steel,Steel,Men's watch/Unisex,164257.5,Circular,Sapphire crystal,Red,Steel,Fold clasp,902.0,706.0,2024-01-01,Medium Sale
40417,Doxa,Automatic,steel,Steel,Men's watch/Unisex,142147.5,Circular,Sapphire crystal,Silver,Steel,Fold clasp,370.0,321.0,2022-01-01,Low Sale
40420,Doxa,Automatic,steel,Steel,Men's watch/Unisex,106590.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,539.0,512.0,2024-01-01,Low Sale
40425,Doxa,Manual winding,gold,Leather,Men's watch/Unisex,333217.5,Circular,Plastic,Silver,Black,Buckle,374.0,268.0,1955-01-01,Low Sale
40427,Doxa,Automatic,steel,Steel,Men's watch/Unisex,205672.5,Rectangular,Sapphire crystal,Champagne,Steel,Fold clasp,5475.0,3311.0,2024-01-01,High Sale
40435,Doxa,Automatic,steel,Textile,Men's watch/Unisex,82582.5,Circular,Sapphire crystal,Green,Green,Buckle,902.0,706.0,2024-01-01,Medium Sale
40438,Doxa,Automatic,steel,Steel,Men's watch/Unisex,408375.0,Rectangular,Sapphire crystal,Black,Steel,Double-fold clasp,14642.0,448.0,2019-01-01,High Sale
40451,Doxa,Automatic,steel,Rubber,Men's watch/Unisex,84562.5,Rectangular,Sapphire crystal,White,White,Fold clasp,14642.0,448.0,2022-01-01,High Sale
40455,Doxa,Automatic,steel,Animal skin,Men's watch/Unisex,173580.0,Circular,Sapphire crystal,Black,Black,Double-fold clasp,14642.0,448.0,2014-01-01,High Sale
40467,Dubey & Schaldenbrand,Automatic,gold,Animal skin,Men's watch/Unisex,828547.5,Rectangular,Sapphire crystal,White,Blue,Buckle,363.0,253.0,2024-01-01,Low Sale
40471,Dubey & Schaldenbrand,Manual winding,gold,Leather,Men's watch/Unisex,458370.0,Rectangular,Sapphire crystal,Silver,Brown,Jewelry clasp,2442.0,1700.0,2001-01-01,Medium Sale
40472,Dubey & Schaldenbrand,Automatic,steel,Animal skin,Men's watch/Unisex,564877.5,Rectangular,Sapphire crystal,Black,Black,Buckle,398.0,334.0,2024-01-01,Low Sale
40473,Dubey & Schaldenbrand,Manual winding,gold,Leather,Men's watch/Unisex,533115.0,Circular,Sapphire crystal,Silver,Brown,Buckle,421.0,359.0,1996-01-01,Low Sale
40474,Dubey & Schaldenbrand,Automatic,steel,Animal skin,Men's watch/Unisex,410932.5,Rectangular,Sapphire crystal,Black,Brown,Buckle,363.0,253.0,2024-01-01,Low Sale
40476,Dubey & Schaldenbrand,Automatic,steel,Leather,Men's watch/Unisex,400042.5,Rectangular,Sapphire crystal,Black,Black,Fold clasp,2442.0,1700.0,2024-01-01,Medium Sale
40477,Dubey & Schaldenbrand,Automatic,gold,Leather,Men's watch/Unisex,833002.5,Rectangular,Sapphire crystal,Black,Black,Buckle,398.0,334.0,2024-01-01,Low Sale
40479,Dubey & Schaldenbrand,Automatic,steel,Leather,Women's watch,167887.5,Rectangular,Sapphire crystal,Black,Black,Buckle,3331.0,2226.0,2024-01-01,High Sale
40489,Dubey & Schaldenbrand,Manual winding,steel,Leather,Men's watch/Unisex,160875.0,Circular,Plastic,Silver,Black,Buckle,14642.0,448.0,1980-01-01,High Sale
40493,DuBois 1785,Manual winding,steel,Leather,Men's watch/Unisex,51315.0,Circular,Mineral Glass,Gold,Brown,Buckle,1121.0,790.0,1965-01-01,Medium Sale
40502,DuBois et fils,Automatic,steel,Animal skin,Men's watch/Unisex,107332.5,Rectangular,Sapphire crystal,White,Black,Buckle,14642.0,448.0,2024-01-01,High Sale
40505,DuBois et fils,Automatic,steel,Rubber,Men's watch/Unisex,630795.0,Rectangular,Sapphire crystal,White,Black,Buckle,1079.0,949.0,2024-01-01,Medium Sale
40506,DuBois et fils,Automatic,steel,Leather,Men's watch/Unisex,777397.5,Rectangular,Sapphire crystal,Brown,Brown,Fold clasp,1079.0,949.0,2024-01-01,Medium Sale
40507,DuBois et fils,Automatic,steel,Leather,Men's watch/Unisex,684172.5,Rectangular,Sapphire crystal,Blue,Brown,Fold clasp,1079.0,949.0,2024-01-01,Medium Sale
40508,DuBois et fils,Automatic,steel,Leather,Men's watch/Unisex,684172.5,Rectangular,Sapphire crystal,Green,Green,Fold clasp,1079.0,949.0,2024-01-01,Medium Sale
40509,DuBois et fils,Automatic,steel,Leather,Men's watch/Unisex,661897.5,Rectangular,Sapphire crystal,White,Brown,Fold clasp,1079.0,949.0,2024-01-01,Medium Sale
40510,DuBois et fils,Automatic,steel,Leather,Men's watch/Unisex,857422.5,Rectangular,Sapphire crystal,Black,Brown,Fold clasp,1079.0,949.0,2024-01-01,Medium Sale
40511,DuBois et fils,Automatic,steel,Leather,Men's watch/Unisex,599775.0,Rectangular,Sapphire crystal,White,Brown,Fold clasp,1079.0,949.0,2024-01-01,Medium Sale
40513,DuBois et fils,Automatic,steel,Leather,Men's watch/Unisex,684172.5,Rectangular,Sapphire crystal,Red,Brown,Fold clasp,1079.0,949.0,2024-01-01,Medium Sale
40522,Dugena,Manual winding,steel,gold,Men's watch/Unisex,16417.5,Circular,Plastic,Bronze,Gold,Jewelry clasp,14642.0,448.0,1970-01-01,High Sale
40525,Dugena,Quartz,steel,Animal skin,Women's watch,13777.5,Circular,Mineral Glass,Blue,Blue,Buckle,14642.0,448.0,2024-01-01,High Sale
40526,Dugena,Quartz,steel,Leather,Men's watch/Unisex,12870.0,Circular,Mineral Glass,Blue,Brown,Buckle,14642.0,448.0,2024-01-01,High Sale
40532,Dugena,Quartz,Titanium,Leather,Women's watch,11137.5,Circular,Mineral Glass,Black,Black,Buckle,14642.0,448.0,2020-01-01,High Sale
40538,Dugena,Automatic,steel,Leather,Men's watch/Unisex,27967.5,Rectangular,Plexiglass,Champagne,Brown,Buckle,14642.0,448.0,1950-01-01,High Sale
40539,Dugena,Manual winding,steel,Leather,Men's watch/Unisex,97762.5,Circular,Plexiglass,Blue,Black,Fold clasp,3382.0,2167.0,2024-01-01,High Sale
40547,Dugena,Manual winding,gold,Leather,Men's watch/Unisex,79860.0,Circular,Plexiglass,Gold,Black,Buckle,231.0,197.0,1960-01-01,Low Sale
40549,Dugena,Quartz,steel,Steel,Women's watch,14190.0,Circular,Mineral Glass,Gold,Gold,Jewelry clasp,14642.0,448.0,2020-01-01,High Sale
40554,Dugena,Quartz,Ceramic,Ceramic,Women's watch,12457.5,Rectangular,Mineral Glass,Silver,White,"Fold clasp, hidden",14642.0,448.0,2020-01-01,High Sale
40555,Dugena,Quartz,steel,Steel,Men's watch/Unisex,8415.0,Circular,Mineral Glass,White,Gold,Jewelry clasp,14642.0,448.0,1995-01-01,High Sale
40557,Dugena,Automatic,steel,Steel,Men's watch/Unisex,111045.0,Rectangular,Mineral Glass,Silver,Steel,Fold clasp,930.0,598.0,2024-01-01,Medium Sale
40565,Dugena,Quartz,steel,Leather,Men's watch/Unisex,11137.5,Circular,Mineral Glass,Gold,Black,Buckle,14642.0,448.0,2015-01-01,High Sale
40566,Dugena,Quartz,steel,Steel,Men's watch/Unisex,12870.0,Rectangular,Mineral Glass,Silver,Gold,"Fold clasp, hidden",14642.0,448.0,2017-01-01,High Sale
40584,Ebel,Quartz,gold,gold,Women's watch,474375.0,Circular,Sapphire crystal,Champagne,Gold,Fold clasp,1394.0,993.0,2024-01-01,Medium Sale
40587,Ebel,Automatic,gold,Animal skin,Men's watch/Unisex,486750.0,Circular,Sapphire crystal,White,Black,Buckle,14642.0,448.0,1993-01-01,High Sale
40589,Ebel,Quartz,steel,Steel,Women's watch,38362.5,Rectangular,Sapphire crystal,Blue,Silver,"Fold clasp, hidden",14642.0,448.0,2024-01-01,High Sale
40593,Ebel,Quartz,steel,Steel,Women's watch,177292.5,Rectangular,Sapphire crystal,Silver,Steel,Double-fold clasp,3160.0,2097.0,2020-01-01,High Sale
40594,Ebel,Automatic,steel,gold,Men's watch/Unisex,248655.0,Circular,Sapphire crystal,White,Gold,Fold clasp,231.0,197.0,1990-01-01,Low Sale
40601,Ebel,Quartz,steel,Steel,Men's watch/Unisex,79860.0,Circular,Sapphire crystal,White,Gold,Fold clasp,231.0,197.0,2024-01-01,Low Sale
40606,Ebel,Automatic,steel,Steel,Men's watch/Unisex,111045.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,319.0,222.0,1992-01-01,Low Sale
40607,Ebel,Quartz,gold,Leather,Men's watch/Unisex,222090.0,Circular,Mineral Glass,Champagne,Brown,Buckle,338.0,253.0,1980-01-01,Low Sale
40609,Ebel,Automatic,steel,Steel,Men's watch/Unisex,248820.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,10391.0,8391.0,2007-01-01,High Sale
40613,Ebel,Quartz,steel,gold,Men's watch/Unisex,70207.5,Circular,Sapphire crystal,Champagne,Gold,Double-fold clasp,510.0,427.0,2000-01-01,Low Sale
40616,Ebel,Quartz,steel,Steel,Women's watch,194287.5,Rectangular,Sapphire crystal,Blue,Steel,Double-fold clasp,1428.0,881.0,2024-01-01,Medium Sale
40622,Ebel,Quartz,steel,Steel,Men's watch/Unisex,46200.0,Circular,Sapphire crystal,White,Steel,Double-fold clasp,331.0,280.0,2010-01-01,Low Sale
40624,Ebel,Quartz,steel,Steel,Women's watch,68970.0,Rectangular,Sapphire crystal,Grey,Silver,Fold clasp,1428.0,881.0,2024-01-01,Medium Sale
40629,Ebel,Automatic,steel,Steel,Men's watch/Unisex,190987.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,345.0,300.0,2024-01-01,Low Sale
40635,Ebel,Automatic,steel,Animal skin,Men's watch/Unisex,173250.0,Circular,Plexiglass,Silver,Brown,Fold clasp,383.0,275.0,2015-01-01,Low Sale
40636,Ebel,Automatic,gold,Leather,Men's watch/Unisex,515295.0,Circular,Glass,White,Blue,Fold clasp,338.0,253.0,2001-01-01,Low Sale
40644,Ebel,Manual winding,steel,Leather,Men's watch/Unisex,26812.5,Circular,Plastic,Silver,Brown,Buckle,2031.0,1397.0,1960-01-01,Medium Sale
40681,Eberhard & Co.,Quartz,gold,Animal skin,Women's watch,168300.0,Circular,Plexiglass,White,Black,Buckle,1423.0,885.0,2023-01-01,Medium Sale
40682,Eberhard & Co.,Automatic,steel,Leather,Men's watch/Unisex,130350.0,Circular,Sapphire crystal,Black,Black,Buckle,3621.0,2573.0,2024-01-01,High Sale
40686,Eberhard & Co.,Automatic,gold,Leather,Men's watch/Unisex,124410.0,Circular,Plexiglass,Silver,Brown,Buckle,740.0,490.0,1960-01-01,Medium Sale
40687,Eberhard & Co.,Manual winding,steel,Leather,Men's watch/Unisex,141240.0,Circular,Sapphire crystal,White,Black,"Fold clasp, hidden",273.0,224.0,2008-01-01,Low Sale
40688,Eberhard & Co.,Manual winding,steel,Leather,Men's watch/Unisex,159802.5,Circular,Sapphire crystal,White,Black,Buckle,1486.0,1224.0,2024-01-01,Medium Sale
40691,Eberhard & Co.,Manual winding,steel,Leather,Men's watch/Unisex,93307.5,Rectangular,Plexiglass,Silver,Black,Buckle,404.0,308.0,1960-01-01,Low Sale
40692,Eberhard & Co.,Automatic,steel,Leather,Men's watch/Unisex,132412.5,Circular,Sapphire crystal,Silver,Silver,Buckle,273.0,224.0,2024-01-01,Low Sale
40702,Eberhard & Co.,Automatic,steel,Steel,Men's watch/Unisex,133237.5,Circular,Plexiglass,Black,Steel,Fold clasp,270.0,209.0,2024-01-01,Low Sale
40703,Eberhard & Co.,Automatic,steel,Leather,Men's watch/Unisex,92400.0,Circular,Sapphire crystal,White,Black,Buckle,825.0,673.0,2020-01-01,Medium Sale
40704,Eberhard & Co.,Automatic,steel,Steel,Men's watch/Unisex,195442.5,Circular,Sapphire crystal,Brown,Silver,"Fold clasp, hidden",801.0,653.0,2024-01-01,Medium Sale
40711,Eberhard & Co.,Automatic,steel,Steel,Men's watch/Unisex,288750.0,Circular,Sapphire crystal,Blue,Blue,Fold clasp,383.0,275.0,2010-01-01,Low Sale
40712,Eberhard & Co.,Automatic,steel,Leather,Men's watch/Unisex,257647.5,Circular,Sapphire crystal,Black,Black,Buckle,740.0,490.0,2004-01-01,Medium Sale
40719,Eberhard & Co.,Automatic,steel,Steel,Men's watch/Unisex,238095.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,345.0,300.0,2024-01-01,Low Sale
40724,Eberhard & Co.,Automatic,steel,Animal skin,Men's watch/Unisex,329917.5,Circular,Sapphire crystal,Black,Black,"Fold clasp, hidden",449.0,324.0,2012-01-01,Low Sale
40727,Eberhard & Co.,Automatic,steel,Leather,Men's watch/Unisex,328762.5,Circular,Sapphire crystal,Silver,Black,Fold clasp,423.0,290.0,2010-01-01,Low Sale
40728,Eberhard & Co.,Manual winding,gold,Leather,Men's watch/Unisex,293205.0,Circular,Plexiglass,White,Blue,Buckle,387.0,361.0,1965-01-01,Low Sale
40729,Eberhard & Co.,Automatic,steel,Steel,Men's watch/Unisex,79942.5,Circular,Sapphire crystal,White,Steel,Double-fold clasp,1119.0,857.0,2024-01-01,Medium Sale
40730,Eberhard & Co.,Quartz,steel,Animal skin,Women's watch,245190.0,Rectangular,Sapphire crystal,Blue,White,Buckle,229.0,201.0,2024-01-01,Low Sale
40732,Eberhard & Co.,Manual winding,gold,Leather,Men's watch/Unisex,131917.5,Circular,Plexiglass,White,Brown,Buckle,462.0,279.0,2024-01-01,Low Sale
40738,Eberhard & Co.,Automatic,steel,Leather,Men's watch/Unisex,311190.0,Circular,Sapphire crystal,Black,Black,Buckle,398.0,334.0,2021-01-01,Low Sale
40740,Eberhard & Co.,Automatic,steel,Rubber,Men's watch/Unisex,333217.5,Circular,Sapphire crystal,Black,Black,Buckle,273.0,224.0,2023-01-01,Low Sale
40744,Eberhard & Co.,Automatic,steel,Leather,Men's watch/Unisex,346500.0,Circular,Sapphire crystal,Black,Brown,Buckle,801.0,653.0,2024-01-01,Medium Sale
40745,Eberhard & Co.,Automatic,steel,Leather,Men's watch/Unisex,166155.0,Circular,Sapphire crystal,Black,Brown,Buckle,268.0,222.0,2005-01-01,Low Sale
40748,Eberhard & Co.,Automatic,steel,Leather,Men's watch/Unisex,208807.5,Circular,Sapphire crystal,Black,Brown,Buckle,561.0,344.0,2000-01-01,Low Sale
40752,Eberhard & Co.,Automatic,steel,Leather,Men's watch/Unisex,235455.0,Circular,Sapphire crystal,White,Brown,Fold clasp,436.0,397.0,2024-01-01,Low Sale
40761,Eberhard & Co.,Automatic,steel,Steel,Women's watch,36382.5,Circular,Plastic,Blue,Steel,"Fold clasp, hidden",374.0,268.0,1970-01-01,Low Sale
40780,Eberhard & Co.,Manual winding,gold,Animal skin,Men's watch/Unisex,123997.5,Circular,Plexiglass,Champagne,Black,Buckle,1423.0,885.0,2024-01-01,Medium Sale
40808,Edox,Automatic,steel,Rubber,Men's watch/Unisex,65752.5,Rectangular,Sapphire crystal,Blue,Black,Buckle,14642.0,448.0,2024-01-01,High Sale
40817,Edox,Automatic,steel,Rubber,Men's watch/Unisex,104197.5,Circular,Sapphire crystal,Black,Black,Double-fold clasp,471.0,406.0,2016-01-01,Low Sale
40819,Edox,Quartz,Titanium,Rubber,Men's watch/Unisex,51067.5,Circular,Sapphire crystal,Blue,Black,Double-fold clasp,14642.0,448.0,2022-01-01,High Sale
40820,Edox,Quartz,Titanium,Leather,Men's watch/Unisex,79530.0,Circular,Sapphire crystal,Blue,Black,Double-fold clasp,14642.0,448.0,2023-01-01,High Sale
40826,Edox,Automatic,steel,Steel,Men's watch/Unisex,66000.0,Circular,Sapphire crystal,Black,Steel,Double-fold clasp,14642.0,448.0,2021-01-01,High Sale
40830,Edox,Automatic,steel,Steel,Men's watch/Unisex,64432.5,Rectangular,Sapphire crystal,Blue,Steel,Double-fold clasp,14642.0,448.0,2021-01-01,High Sale
40831,Edox,Automatic,steel,Leather,Men's watch/Unisex,21862.5,Circular,Plexiglass,Black,Brown,Buckle,766.0,484.0,1975-01-01,Medium Sale
40832,Edox,Quartz,Titanium,Rubber,Men's watch/Unisex,88770.0,Circular,Sapphire crystal,Blue,Black,Fold clasp,1531.0,1108.0,2024-01-01,Medium Sale
40833,Edox,Quartz,Titanium,Rubber,Men's watch/Unisex,137692.5,Circular,Sapphire crystal,Grey,Black,Buckle,429.0,348.0,2024-01-01,Low Sale
40834,Edox,Quartz,Titanium,Rubber,Men's watch/Unisex,137692.5,Circular,Sapphire crystal,Grey,Black,Buckle,429.0,348.0,2024-01-01,Low Sale
40835,Edox,Quartz,Titanium,Rubber,Men's watch/Unisex,137692.5,Circular,Sapphire crystal,Black,Black,Buckle,429.0,348.0,2024-01-01,Low Sale
40836,Edox,Quartz,Titanium,Rubber,Men's watch/Unisex,137692.5,Circular,Sapphire crystal,Blue,Black,Buckle,429.0,348.0,2024-01-01,Low Sale
40838,Edox,Automatic,steel,Rubber,Men's watch/Unisex,301207.5,Circular,Sapphire crystal,Blue,Black,Fold clasp,429.0,348.0,2024-01-01,Low Sale
40840,Edox,Automatic,steel,Rubber,Men's watch/Unisex,120945.0,Rectangular,Sapphire crystal,Blue,White,Buckle,2078.0,1307.0,2024-01-01,Medium Sale
40841,Edox,Automatic,steel,Rubber,Men's watch/Unisex,120945.0,Rectangular,Sapphire crystal,Black,Black,Buckle,2078.0,1307.0,2024-01-01,Medium Sale
40842,Edox,Automatic,steel,Rubber,Men's watch/Unisex,132330.0,Circular,Sapphire crystal,Grey,Black,Buckle,345.0,300.0,2024-01-01,Low Sale
40843,Edox,Quartz,steel,Leather,Men's watch/Unisex,30937.5,Circular,Sapphire crystal,Blue,Brown,Buckle,412.0,271.0,2015-01-01,Low Sale
40844,Edox,Automatic,steel,Steel,Men's watch/Unisex,115417.5,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,345.0,300.0,2024-01-01,Low Sale
40845,Edox,Automatic,steel,Steel,Men's watch/Unisex,146190.0,Circular,Sapphire crystal,Blue,Silver,Fold clasp,429.0,348.0,2024-01-01,Low Sale
40849,Edox,Manual winding,steel,Leather,Men's watch/Unisex,9487.5,Circular,Mineral Glass,White,Brown,Buckle,766.0,484.0,1990-01-01,Medium Sale
40850,Edox,Automatic,steel,Steel,Men's watch/Unisex,167887.5,Circular,Sapphire crystal,Black,Silver,Fold clasp,429.0,348.0,2023-01-01,Low Sale
40851,Edox,Automatic,steel,Steel,Men's watch/Unisex,97762.5,Circular,Sapphire crystal,Green,Steel,Fold clasp,14642.0,448.0,2019-01-01,High Sale
40853,Edox,Automatic,steel,Steel,Men's watch/Unisex,88770.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,463.0,404.0,2024-01-01,Low Sale
40854,Edox,Automatic,steel,Steel,Men's watch/Unisex,97762.5,Circular,Sapphire crystal,Green,Black,Buckle,1929.0,1609.0,2024-01-01,Medium Sale
40855,Edox,Automatic,steel,Steel,Men's watch/Unisex,84397.5,Circular,Mineral Glass,Champagne,Steel,Fold clasp,231.0,202.0,1999-01-01,Low Sale
40868,Edox,Automatic,steel,Leather,Men's watch/Unisex,37785.0,Rectangular,Sapphire crystal,Grey,Silver,Buckle,14642.0,448.0,2023-01-01,High Sale
40881,Election,Manual winding,gold,Leather,Men's watch/Unisex,38775.0,Rectangular,Plastic,White,Brown,Buckle,370.0,291.0,1950-01-01,Low Sale
40883,Election,Manual winding,steel,Leather,Men's watch/Unisex,69382.5,Circular,Plastic,Champagne,Brown,Buckle,14642.0,448.0,1949-01-01,High Sale
40892,Elgin,Manual winding,Silver,Leather,Men's watch/Unisex,164917.5,Rectangular,Plastic,Blue,Brown,Buckle,14642.0,448.0,1930-01-01,High Sale
40896,Elgin,Automatic,steel,Animal skin,Men's watch/Unisex,16087.5,Rectangular,Plexiglass,Champagne,Gold,Buckle,1394.0,864.0,1962-01-01,Medium Sale
40897,Elgin,Automatic,steel,Steel,Men's watch/Unisex,34237.5,Rectangular,Plexiglass,Blue,Steel,Fold clasp,766.0,484.0,1970-01-01,Medium Sale
40904,Elgin,Automatic,steel,Leather,Men's watch/Unisex,23842.5,Circular,Plexiglass,White,Brown,Buckle,766.0,484.0,1970-01-01,Medium Sale
40932,Elgin,Automatic,gold,Steel,Men's watch/Unisex,42652.5,Rectangular,Plexiglass,Gold,Gold,Jewelry clasp,14642.0,448.0,1960-01-01,High Sale
